# timestamp tx ty tz qx qy qz qw
1520530308.299449920654 0.000001554933 -0.000052083766 -0.000045794248 0.000004237811 -0.000005103790 0.999999999710 -0.000023135224
1520530309.349590063095 -0.005747567808 -0.012344401185 0.004312538835 0.002914817073 0.022390625989 0.999704591581 -0.008994069191
1520530309.399590015411 -0.007741925091 -0.011268119353 0.003990810945 0.000365350885 0.023071842650 0.999680376392 -0.010329649223
1520530309.449589967728 -0.008357313278 -0.010292869695 0.003205572464 -0.001613997603 0.021762431691 0.999677621215 -0.012978644757
1520530309.499589920044 -0.009427050793 -0.008644422982 0.003083139482 -0.002694489190 0.019612641918 0.999693501498 -0.014865633794
1520530309.549590110779 -0.010567439148 -0.008217898763 0.002636734902 -0.003914735939 0.019519058954 0.999688359977 -0.015062008733
1520530309.599600076675 -0.012049954256 -0.009158897604 0.001607489326 -0.004611601366 0.021128090741 0.999665234879 -0.014204051859
1520530309.649600028992 -0.012216620372 -0.008826429772 0.001859548935 -0.005213284739 0.021950978105 0.999648850198 -0.013897932211
1520530309.699599981308 -0.014133603178 -0.007493226506 0.001734407979 -0.007531125232 0.020852981909 0.999649553836 -0.014463914203
1520530309.749599933624 -0.015584016611 -0.007697782672 0.000471899030 -0.008835687566 0.019127820581 0.999657681350 -0.015510552020
1520530309.799599885941 -0.017544294941 -0.006302983333 0.000821569897 -0.010601827595 0.018876818384 0.999649899625 -0.015210034822
1520530309.849600076675 -0.017437230030 -0.008521202776 -0.000495070709 -0.011994517824 0.017676907402 0.999664895244 -0.014620386610
1520530309.899610042572 -0.017661338724 -0.006845654285 -0.000225769103 -0.012834978002 0.015659013133 0.999703802701 -0.013504277566
1520530309.949609994888 -0.017695802616 -0.006596377753 -0.000484703805 -0.013806748812 0.014321363807 0.999721649875 -0.012684439135
1520530309.999619960785 -0.018683397417 -0.006708942614 -0.000182385937 -0.013495620415 0.013067669769 0.999762961499 -0.011005682656
1520530310.049619913101 -0.017650922455 -0.007484358433 -0.000683854434 -0.012758884722 0.012114193241 0.999799606742 -0.009550054491
1520530310.099630117416 -0.017209678101 -0.008347438518 -0.000167344980 -0.011743174512 0.011420074488 0.999834803473 -0.007876897545
1520530310.149630069733 -0.017193069367 -0.006743938854 0.000414680139 -0.011756362036 0.011398839657 0.999843380397 -0.006713351051
1520530310.199630022049 -0.017526950617 -0.007703291353 -0.000790322595 -0.013535952347 0.010586388690 0.999826141621 -0.007238293952
1520530310.249730110168 -0.016718701513 -0.006508804660 -0.000586705304 -0.014982454764 0.010390800893 0.999788320567 -0.009532647221
1520530310.299629926682 -0.018012498972 -0.005586605393 -0.000524552099 -0.016887119951 0.010130066775 0.999730930536 -0.012258607485
1520530310.349630117416 -0.018836005724 -0.003885999829 -0.001420989545 -0.018464854114 0.010525608399 0.999662482675 -0.014939259081
1520530310.399620056152 -0.018800328806 -0.003405787325 -0.001281030592 -0.019204560780 0.010012768718 0.999631605501 -0.016357951936
1520530310.449630022049 -0.018154319847 -0.003945822020 -0.001897570911 -0.019120395532 0.009092937651 0.999648194298 -0.015975499858
1520530310.499629974365 -0.017647193671 -0.004308278649 -0.001830883873 -0.018873527893 0.008648157855 0.999677576248 -0.014619947229
1520530310.549629926682 -0.017769667896 -0.005066640156 -0.000700359747 -0.018625995759 0.007808614249 0.999706589193 -0.013372858663
1520530310.599630117416 -0.017987488800 -0.005035023423 -0.000224284083 -0.018515128114 0.007386085448 0.999718985041 -0.012829135616
1520530310.649630069733 -0.017338496217 -0.005374757893 -0.000246718690 -0.019075450349 0.007123127402 0.999700968243 -0.013541135254
1520530310.699630022049 -0.017111037581 -0.003382824555 -0.001366876472 -0.019557111591 0.006736024364 0.999672631434 -0.015059061217
1520530310.749639987946 -0.016366797732 -0.003204488872 -0.001579588986 -0.020182689274 0.005966790823 0.999636444456 -0.016853349134
1520530310.799649953842 -0.016400360816 -0.004668546959 -0.000719565054 -0.020580269918 0.005753369290 0.999603462199 -0.018337655034
1520530310.849649906158 -0.016357944357 -0.004318426578 -0.001139154133 -0.020538035092 0.006819768784 0.999582709696 -0.019133383008
1520530310.899650096893 -0.015708205624 -0.004936469968 -0.001037034775 -0.020214226320 0.008254570589 0.999585787875 -0.018748327844
1520530310.949660062790 -0.014943495769 -0.006317176367 -0.002051731763 -0.018809708672 0.007809995409 0.999622950856 -0.018416160118
1520530310.999660015106 -0.014160071333 -0.005464764471 -0.001404800329 -0.017822628433 0.006565560022 0.999669993660 -0.017295985439
1520530311.049659967422 -0.013364783443 -0.006174856128 -0.000869212871 -0.017044819433 0.004493184622 0.999711355514 -0.016324554485
1520530311.099659919739 -0.013155232809 -0.005431876635 -0.000773042266 -0.017146423988 0.003841044079 0.999702534031 -0.016914194518
1520530311.149660110474 -0.012832600552 -0.004650134213 -0.002403116148 -0.018468496002 0.005290496740 0.999595303195 -0.020979874405
1520530311.199670076370 -0.013663113490 -0.003201414386 -0.003522577145 -0.020580657449 0.007084091499 0.999392169642 -0.027231295336
1520530311.249670028687 -0.014944792258 -0.000970181485 -0.003659551163 -0.022635580189 0.008572215263 0.999159480088 -0.033082941007
1520530311.299669981003 -0.014502275371 -0.000386451592 -0.003565288505 -0.022991946151 0.008279172336 0.999030197467 -0.036626360260
1520530311.349679946899 -0.015325063812 -0.000389202387 -0.003179280569 -0.021908636811 0.007741949030 0.999058139883 -0.036645695406
