# timestamp tx ty tz qx qy qz qw
1520530313.049725532532 -0.002827122000 -0.000137511000 -0.000170296000 -0.023198262000 0.010706711000 0.999384224000 -0.024049459000
1520530313.099727392197 -0.002786093000 -0.000163889000 -0.000143694000 -0.024382658000 0.008947167000 0.999418616000 -0.022088300000
1520530313.149728536606 -0.002966809000 0.000107148000 -0.000198797000 -0.023529865000 0.007416146000 0.999473333000 -0.021082951000
1520530313.199730396271 -0.016912419000 -0.000869200000 -0.001014264000 -0.020951416000 0.006353695000 0.999577761000 -0.019103773000
1520530313.249735593796 -0.016876947000 -0.000934613000 -0.001005175000 -0.022524558000 0.006969643000 0.999564350000 -0.017754005000
1520530313.299737691879 -0.016960351000 -0.000891920000 -0.001070737000 -0.024253512000 0.008410112000 0.999495625000 -0.018698024000
1520530313.349738836288 -0.017019860000 -0.000801245000 -0.001129031000 -0.025322784000 0.007296642000 0.999472499000 -0.018980032000
1520530313.399789810181 -0.016964702000 -0.000894383000 -0.001077485000 -0.026332587000 0.006697874000 0.999438345000 -0.019615965000
1520530313.449742555618 -0.016987598000 -0.000871467000 -0.001084766000 -0.027147157000 0.006604548000 0.999413669000 -0.019794401000
1520530313.499743700027 -0.017057560000 -0.000787898000 -0.001106111000 -0.027857779000 0.007435019000 0.999377787000 -0.020316090000
1520530313.549745559692 -0.017039903000 -0.000857864000 -0.001124085000 -0.028418852000 0.006128009000 0.999396026000 -0.019037444000
1520530313.599746704102 -0.017002760000 -0.000939253000 -0.001110422000 -0.028954562000 0.005736047000 0.999382913000 -0.019043578000
1520530313.649744987488 -0.017137628000 -0.000769796000 -0.001192365000 -0.030064480000 0.005089298000 0.999354124000 -0.019017607000
1520530313.699746131897 -0.017139381000 -0.000758257000 -0.001252948000 -0.031506870000 0.005322008000 0.999283135000 -0.020303354000
1520530313.749747991562 -0.017107222000 -0.000705686000 -0.001293395000 -0.032651972000 0.004417481000 0.999235332000 -0.021049108000
1520530313.799749851227 -0.017157350000 -0.000745617000 -0.001278523000 -0.033743050000 0.005036641000 0.999179184000 -0.021841083000
1520530313.849750995636 -0.017219722000 -0.000709834000 -0.001292178000 -0.034210287000 0.003577807000 0.999177098000 -0.021495217000
1520530313.899752855301 -0.017142875000 -0.000716945000 -0.001244277000 -0.034456063000 0.002533552000 0.999202609000 -0.020011835000
1520530313.949753999710 -0.017199198000 -0.000702159000 -0.001282844000 -0.034581255000 0.001658403000 0.999239385000 -0.017944928000
1520530313.999756097794 -0.017179156000 -0.000751161000 -0.001264442000 -0.035578083000 0.000538494000 0.999227643000 -0.016672965000
1520530314.049757003784 -0.002897006000 -0.000110286000 -0.000236906000 -0.041192088000 -0.001026266000 0.999010861000 -0.016719850000
1520530314.099762678146 -0.017246034000 -0.000725200000 -0.001347019000 -0.042279508000 -0.002554828000 0.998949349000 -0.017495994000
1520530314.149764537811 -0.002909654000 -0.000098511000 -0.000265415000 -0.049436048000 -0.004869535000 0.998599529000 -0.018204514000
1520530314.199765682220 -0.022386625000 -0.000594237000 -0.001805927000 -0.050124615000 -0.007134318000 0.998565376000 -0.017431207000
1520530314.249767780304 -0.037954666000 -0.001959791000 -0.002492914000 -0.049663916000 -0.006501821000 0.998571634000 -0.018600732000
1520530314.299768924713 -0.028756211000 -0.000927617000 -0.002275185000 -0.060088880000 -0.007351656000 0.997959733000 -0.020289045000
1520530314.349770784378 -0.039735354000 -0.002234768000 -0.002549963000 -0.061375748000 -0.008104272000 0.997932136000 -0.017288277000
1520530314.399772644043 -0.040224601000 -0.002133787000 -0.003011213000 -0.069576710000 -0.007984831000 0.997348785000 -0.019770177000
1520530314.449773788452 -0.037536729000 -0.001624003000 -0.003130851000 -0.077832654000 -0.006333434000 0.996739447000 -0.020309236000
1520530314.499774217606 -0.037501980000 -0.001983385000 -0.003215832000 -0.087152429000 -0.004569170000 0.995931804000 -0.022438163000
1520530314.549776315689 -0.034469552000 -0.001857576000 -0.002513971000 -0.099916503000 -0.004677084000 0.994641423000 -0.026138542000
1520530314.599777221680 -0.040521294000 -0.002580940000 -0.002836111000 -0.110809162000 -0.005220450000 0.993462801000 -0.026939606000
1520530314.649779081345 -0.029878937000 -0.002038052000 -0.002043184000 -0.127411008000 -0.005425052000 0.991486788000 -0.026286874000
1520530314.699780464172 -0.085498042000 -0.001846204000 0.005362909000 -0.114814021000 0.000607544000 0.993168235000 -0.020838354000
