# timestamp tx ty tz qx qy qz qw
1520530320.599869251251 0.068979412000 -0.027737046000 0.040428929000 -0.006107133000 -0.012753346000 0.999687135000 -0.020632805000
1520530320.649871110916 0.073332816000 -0.031040749000 0.044179119000 -0.009306112000 -0.009256401000 0.999405980000 -0.031867299000
1520530320.699873209000 0.140320122000 -0.036890645000 0.048706345000 -0.014057346000 -0.010316199000 0.999193072000 -0.036183506000
1520530320.749874114990 0.195451841000 -0.052195814000 0.056188367000 -0.019130023000 -0.013516695000 0.999177873000 -0.033091329000
1520530320.799876213074 0.257230669000 -0.068318322000 0.023529831000 -0.024869079000 -0.016657984000 0.999137044000 -0.028797485000
1520530320.849877357483 0.257901073000 -0.115979262000 -0.000369556000 -0.033028565000 -0.039432839000 0.998427927000 -0.022271091000
1520530320.899879217148 0.434770465000 -0.182324886000 -0.022426061000 -0.042930197000 -0.043992300000 0.998078167000 -0.007859441000
1520530320.949880361557 0.357173979000 -0.159443304000 -0.084751628000 -0.048191562000 -0.048481796000 0.997611701000 -0.009904645000
1520530320.999882221222 0.402010411000 -0.171767384000 -0.134615496000 -0.050900605000 -0.054915927000 0.997155905000 -0.008575166000
1520530321.049740076065 0.444584936000 -0.166307330000 -0.169942707000 -0.050462186000 -0.061881565000 0.996792972000 -0.005297217000
1520530321.099741935730 0.480940938000 -0.164208159000 -0.226706207000 -0.047745805000 -0.066620253000 0.996611595000 -0.006890094000
1520530321.149743080139 0.417192519000 -0.136464998000 -0.171814367000 -0.046765875000 -0.070211671000 0.996415496000 -0.006276827000
1520530321.199744939804 0.454226732000 -0.119236879000 -0.227503002000 -0.044126555000 -0.071979731000 0.996428430000 -0.001502894000
1520530321.249747037888 0.480738908000 -0.075148992000 -0.272175163000 -0.038171899000 -0.069309078000 0.996822178000 0.009207652000
1520530321.299749135971 0.510714889000 -0.039969899000 -0.308893591000 -0.031585395000 -0.068519041000 0.996936381000 0.020624181000
1520530321.349750041962 0.542443752000 0.004666185000 -0.351234734000 -0.026510764000 -0.067345433000 0.996923685000 0.030082509000
1520530321.399751186371 0.516788065000 -0.027764944000 -0.309013277000 -0.025084866000 -0.068198666000 0.996666610000 0.037086889000
1520530321.449856281281 0.541139185000 0.028567348000 -0.335998476000 -0.026815727000 -0.067363039000 0.996283531000 0.046500124000
1520530321.499857425690 0.559551299000 0.064400062000 -0.357204497000 -0.029289508000 -0.068277173000 0.995491982000 0.058957905000
1520530321.549859285355 0.586969495000 0.111183070000 -0.382265836000 -0.029544851000 -0.070556603000 0.994551361000 0.070827372000
1520530321.599860429764 0.613523781000 0.160907090000 -0.411544144000 -0.031221647000 -0.070103943000 0.993331969000 0.086037114000
1520530321.649862289429 0.605328798000 0.145909503000 -0.392791927000 -0.037337296000 -0.068277285000 0.991439521000 0.104842305000
1520530321.699863195419 0.625043631000 0.194879875000 -0.391471416000 -0.043168213000 -0.066107891000 0.988925397000 0.125669807000
1520530321.749865531921 0.645303309000 0.237587050000 -0.376324505000 -0.048540320000 -0.064882711000 0.986521304000 0.142161414000
1520530321.799867391586 0.682867169000 0.354307741000 -0.396432370000 -0.053670689000 -0.062473133000 0.985014796000 0.151534215000
1520530321.850152015686 0.694186687000 0.387344331000 -0.366746813000 -0.058294013000 -0.061658308000 0.984634757000 0.152625233000
1520530321.900154113770 0.657893658000 0.298342794000 -0.316254199000 -0.060812145000 -0.061001368000 0.985451162000 0.146515682000
1520530321.950155019760 0.655377686000 0.328102529000 -0.261825353000 -0.060188077000 -0.059197303000 0.987608433000 0.132298216000
1520530322.000156879425 0.660927713000 0.357585639000 -0.217552766000 -0.056944478000 -0.060398888000 0.990364909000 0.110845238000
1520530322.050158023834 0.660488605000 0.378270328000 -0.170542821000 -0.053748179000 -0.063844346000 0.992403507000 0.090390205000
1520530322.100159883499 0.656340837000 0.404708415000 -0.121842980000 -0.050428294000 -0.066938646000 0.993938446000 0.071152523000
1520530322.150161981583 0.651175618000 0.410179585000 -0.140212998000 -0.045699432000 -0.070965886000 0.994945645000 0.054393027000
1520530322.200163125992 0.642697632000 0.439085156000 -0.115155347000 -0.041556962000 -0.076048963000 0.995396912000 0.040923182000
1520530322.250206708908 0.628139675000 0.454521209000 -0.101597689000 -0.036900599000 -0.081438109000 0.995391965000 0.034655590000
1520530322.300207614899 0.623664618000 0.469001412000 -0.085378297000 -0.032439139000 -0.090012871000 0.994903862000 0.031807736000
1520530322.350209474564 0.602681935000 0.492774010000 -0.073236167000 -0.028412579000 -0.092914239000 0.994739413000 0.032455284000
1520530322.400211811066 0.598582685000 0.520102441000 -0.070578441000 -0.024194086000 -0.098983444000 0.994290650000 0.031670369000
1520530322.450213670731 0.582475781000 0.539675295000 -0.073973022000 -0.022853844000 -0.105486214000 0.993744373000 0.028678913000
